generated_at,avg_pair_precision_pct,avg_pair_recall_pct,failed_runs,incomplete_runs,latest_run_id,matched_pairs_total,quality_runs_total,records_input_total,runs_total,successful_runs
2026-03-10T14:51:32,,,0,0,20260310_145026__smoke3,0,0,0,1,1
