run_id,run_timestamp,run_status,run_label,source_input_name,artifacts_total_files,artifacts_truncated,baseline_match_coverage_pct,discoverable_true_pairs,discovery_available,execution_minutes,execution_minutes_estimated,execution_minutes_is_estimate,execution_seconds,extra_false_matches_found,extra_gain_vs_known_pct,extra_match_precision_pct,extra_match_recall_pct,extra_true_matches_found,false_negative,false_positive,generated_at,ground_truth_pairs_labeled,ground_truth_summary_path,has_ground_truth_summary,has_management_summary,has_run_summary,input_source_path,known_pairs_ipg,management_summary_path,matched_pairs,matched_records,net_extra_matches,our_entities_formed,our_entity_gain_loss_pct,our_false_negative,our_false_positive,our_grouped_members,our_match_coverage_pct,our_match_gain_loss_pct,our_match_pct,our_resolved_entities,our_true_pairs_total,our_true_positive,overall_false_positive_discovery_pct,overall_false_positive_pct,overall_match_correctness_pct,overall_ok,pair_precision_pct,pair_recall_pct,predicted_pairs_beyond_known,predicted_pairs_labeled,quality_available,records_exported,records_input,records_input_loaded,records_input_reported,resolved_entities,run_datetime,senzing_true_coverage_pct,technical_path,their_entities_formed,their_entity_gain_loss_pct,their_grouped_members,their_match_gain_loss_pct,their_match_pct,top_match_keys_top10_total,top_match_keys_total_pairs,true_positive
20260310_145026__smoke3,20260310_145026,success,smoke3,smoke_input.json,13,false,0.0,1,true,1.06,1.06,false,63.664,0,0.0,100.0,100.0,1,0,0,2026-03-10T13:51:32,0,20260310_145026__smoke3/ground_truth_match_quality.md,true,true,true,20260310_145026__smoke3/input_source.json,0,20260310_145026__smoke3/management_summary.md,1,1,1,3,33.33,1,0,0,0.0,-66.67,0.0,3,1,0,0.0,,100.0,true,,,1,0,false,3,3,3,3,2,2026-03-10T14:50:26,100.0,20260310_145026__smoke3/technical output,2,-33.33,2,66.67,66.67,1,1,0
